WorkingTransactionID,TransactionDate,MachineCode,CompanyCode,AssessorID,WOCode,OPCode,ToolCode,TrayIndex,Quantity,UpdatedDate,TransactionStatus,RespondMessage,TransactionType
178,"2018-08-23 09:01:42",MAC1,Com1,UHACC,,,ACTID111,TRAY_11,1,"2018-08-23 09:01:42",Complete,NULL,PutIns
179,"2018-08-23 09:02:00",MAC1,Com1,UHACC,,,BCTID211,TRAY_12,1,"2018-08-23 09:02:00",Complete,NULL,PutIns
180,"2018-08-23 09:02:17",MAC1,Com1,UHACC,,,CCTID311,TRAY_13,1,"2018-08-23 09:02:17",Complete,NULL,PutIns
181,"2018-08-23 09:02:33",MAC1,Com1,UHACC,,,DCTID4,TRAY_14,1,"2018-08-23 09:02:33",Complete,NULL,PutIns
182,"2018-08-23 09:02:50",MAC1,Com1,UHACC,,,FCTID6,TRAY_15,1,"2018-08-23 09:02:50",Complete,NULL,PutIns
183,"2018-08-23 09:03:07",MAC1,Com1,UHACC,,,tool1,TRAY_16,1,"2018-08-23 09:03:07",Complete,NULL,PutIns
184,"2018-08-23 09:03:23",MAC1,Com1,UHACC,,,ACTID111,TRAY_17,1,"2018-08-23 09:03:23",Complete,NULL,PutIns
185,"2018-08-23 09:03:37",MAC1,Com1,UHACC,,,BCTID211,TRAY_18,1,"2018-08-23 09:03:37",Complete,NULL,PutIns
186,"2018-08-23 09:03:56",MAC1,Com1,UHACC,,,CCTID311,TRAY_19,1,"2018-08-23 09:03:56",Complete,NULL,PutIns
187,"2018-08-23 09:04:10",MAC1,Com1,UHACC,,,tool1,TRAY_20,1,"2018-08-23 09:04:10",Complete,NULL,PutIns
188,"2018-08-23 09:04:45",MAC1,Com1,COM1USER1,1,1,ACTID111,TRAY_17,1,"2018-08-23 09:05:02",ProductOK,NULL,GetTools
189,"2018-08-23 09:05:14",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_18,1,"2018-08-23 09:05:31",ProductOK,NULL,GetTools
190,"2018-08-23 09:05:41",MAC1,Com1,COM1USER1,1,2,CCTID311,TRAY_19,1,"2018-08-23 09:05:58",ProductOK,NULL,GetTools
191,"2018-08-23 09:06:10",MAC1,Com1,COM1USER1,1,2,DCTID4,TRAY_14,1,"2018-08-23 09:06:27",ProductOK,NULL,GetTools
192,"2018-08-23 09:06:43",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_20,1,"2018-08-23 09:06:47",MotorStart,NULL,GetTools
193,"2018-08-23 09:07:19",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_20,1,"2018-08-23 09:07:19","Send request to board",NULL,GetTools
194,"2018-08-23 09:07:27",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_20,1,"2018-08-23 09:07:27","Send request to board",NULL,GetTools
195,"2018-08-23 09:07:35",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_20,1,"2018-08-23 09:07:35","Send request to board",NULL,GetTools
196,"2018-08-23 09:07:49",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_20,1,"2018-08-23 09:07:49","Send request to board",NULL,GetTools
197,"2018-08-23 09:08:12",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_20,1,"2018-08-23 09:08:12","Send request to board",NULL,GetTools
198,"2018-08-23 09:08:36",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_20,1,"2018-08-23 09:08:36","Send request to board",NULL,GetTools
199,"2018-08-23 09:08:46",MAC1,Com1,COM1USER1,1,2,ACTID111,TRAY_11,1,"2018-08-23 09:08:46","Send request to board",NULL,GetTools
200,"2018-08-23 09:08:57",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_12,1,"2018-08-23 09:08:57","Send request to board",NULL,GetTools
201,"2018-08-23 09:09:05",MAC1,Com1,COM1USER1,1,2,CCTID311,TRAY_13,1,"2018-08-23 09:09:05","Send request to board",NULL,GetTools
202,"2018-08-23 09:09:46",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_20,1,"2018-08-23 09:09:46","Send request to board",NULL,GetTools
203,"2018-08-23 09:09:56",MAC1,Com1,COM1USER1,1,2,ACTID111,TRAY_11,1,"2018-08-23 09:09:56","Send request to board",NULL,GetTools
204,"2018-08-23 09:10:26",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_20,1,"2018-08-23 09:10:26","Send request to board",NULL,GetTools
205,"2018-08-23 09:10:38",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_12,1,"2018-08-23 09:10:38","Send request to board",NULL,GetTools
206,"2018-08-23 09:11:38",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_20,1,"2018-08-23 09:11:54",ProductOK,NULL,GetTools
207,"2018-08-23 09:12:07",MAC1,Com1,COM1USER1,1,2,ACTID111,TRAY_11,1,"2018-08-23 09:12:24",ProductOK,NULL,GetTools
208,"2018-08-23 09:12:33",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_12,1,"2018-08-23 09:12:36",MotorStart,NULL,GetTools
209,"2018-08-23 09:12:46",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_12,1,"2018-08-23 09:12:50",MotorStart,NULL,GetTools
210,"2018-08-23 09:13:12",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_12,1,"2018-08-23 09:13:12","Send request to board",NULL,GetTools
211,"2018-08-23 09:13:22",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_12,1,"2018-08-23 09:13:22","Send request to board",NULL,GetTools
212,"2018-08-23 09:13:28",MAC1,Com1,COM1USER1,1,2,CCTID311,TRAY_13,1,"2018-08-23 09:13:28","Send request to board",NULL,GetTools
213,"2018-08-23 09:13:49",MAC1,Com1,COM1USER1,1,2,CCTID311,TRAY_13,1,"2018-08-23 09:14:06",ProductOK,NULL,GetTools
214,"2018-08-23 09:14:17",MAC1,Com1,COM1USER1,1,3,BCTID211,TRAY_12,1,"2018-08-23 09:14:34",ProductOK,NULL,GetTools
215,"2018-08-23 09:14:53",MAC1,Com1,COM1USER1,1,2,FCTID6,TRAY_15,1,"2018-08-23 09:15:10",ProductOK,NULL,GetTools
216,"2018-08-23 09:15:20",MAC1,Com1,COM1USER1,3,4,tool1,TRAY_16,1,"2018-08-23 09:15:37",ProductOK,NULL,GetTools
217,"2018-08-23 10:23:21",MAC1,Com1,UHACC,,,ACTID111,TRAY_31,1,"2018-08-23 10:23:21",Complete,NULL,PutIns
218,"2018-08-23 10:23:39",MAC1,Com1,UHACC,,,BCTID211,TRAY_32,1,"2018-08-23 10:23:39",Complete,NULL,PutIns
219,"2018-08-23 10:23:56",MAC1,Com1,UHACC,,,CCTID311,TRAY_33,1,"2018-08-23 10:23:56",Complete,NULL,PutIns
220,"2018-08-23 10:24:12",MAC1,Com1,UHACC,,,DCTID4,TRAY_34,1,"2018-08-23 10:24:12",Complete,NULL,PutIns
221,"2018-08-23 10:24:29",MAC1,Com1,UHACC,,,FCTID6,TRAY_35,1,"2018-08-23 10:24:29",Complete,NULL,PutIns
222,"2018-08-23 10:24:45",MAC1,Com1,UHACC,,,tool1,TRAY_36,1,"2018-08-23 10:24:45",Complete,NULL,PutIns
223,"2018-08-23 10:25:01",MAC1,Com1,UHACC,,,ACTID111,TRAY_37,1,"2018-08-23 10:25:01",Complete,NULL,PutIns
224,"2018-08-23 10:25:17",MAC1,Com1,UHACC,,,BCTID211,TRAY_38,1,"2018-08-23 10:25:17",Complete,NULL,PutIns
225,"2018-08-23 10:25:37",MAC1,Com1,UHACC,,,DCTID4,TRAY_39,1,"2018-08-23 10:25:37",Complete,NULL,PutIns
226,"2018-08-23 10:25:52",MAC1,Com1,UHACC,,,tool1,TRAY_40,1,"2018-08-23 10:25:52",Complete,NULL,PutIns
227,"2018-08-23 10:26:19",MAC1,Com1,COM1USER1,1,2,ACTID111,TRAY_37,1,"2018-08-23 10:26:19","Send request to board",NULL,GetTools
228,"2018-08-23 10:27:07",MAC1,Com1,COM1USER1,1,2,ACTID111,TRAY_37,1,"2018-08-23 10:27:24",ProductOK,NULL,GetTools
229,"2018-08-23 10:27:34",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_38,1,"2018-08-23 10:27:51",ProductOK,NULL,GetTools
230,"2018-08-23 10:28:02",MAC1,Com1,COM1USER1,1,3,CCTID311,TRAY_33,1,"2018-08-23 10:28:19",ProductOK,NULL,GetTools
231,"2018-08-23 10:28:30",MAC1,Com1,COM1USER1,1,5,DCTID4,TRAY_39,1,"2018-08-23 10:28:47",ProductOK,NULL,GetTools
232,"2018-08-23 10:29:00",MAC1,Com1,COM1USER1,4,7,FCTID6,TRAY_35,1,"2018-08-23 10:29:16",ProductFail,NULL,GetTools
233,"2018-08-23 10:29:22",MAC1,Com1,COM1USER1,4,7,FCTID6,TRAY_35,1,"2018-08-23 10:29:39",ProductOK,NULL,GetTools
234,"2018-08-23 10:29:50",MAC1,Com1,COM1USER1,7,8,tool1,TRAY_40,1,"2018-08-23 10:30:07",ProductOK,NULL,GetTools
235,"2018-08-23 10:30:17",MAC1,Com1,COM1USER1,2,4,ACTID111,TRAY_31,1,"2018-08-23 10:30:34",ProductOK,NULL,GetTools
236,"2018-08-23 10:30:44",MAC1,Com1,COM1USER1,3,5,BCTID211,TRAY_32,1,"2018-08-23 10:31:01",ProductOK,NULL,GetTools
237,"2018-08-23 10:31:14",MAC1,Com1,COM1USER1,2,5,DCTID4,TRAY_34,1,"2018-08-23 10:31:15",MotorStart,NULL,GetTools
238,"2018-08-23 10:31:51",MAC1,Com1,COM1USER1,2,5,DCTID4,TRAY_34,1,"2018-08-23 10:31:51","Send request to board",NULL,GetTools
239,"2018-08-23 10:32:19",MAC1,Com1,COM1USER1,2,5,DCTID4,TRAY_34,1,"2018-08-23 10:32:20",MotorStart,NULL,GetTools
240,"2018-08-23 10:32:29",MAC1,Com1,COM1USER1,2,5,DCTID4,TRAY_34,1,"2018-08-23 10:32:48",ProductFail,NULL,GetTools
241,"2018-08-23 10:33:07",MAC1,Com1,COM1USER1,2,5,DCTID4,TRAY_34,1,"2018-08-23 10:33:07",MotorStart,NULL,GetTools
242,"2018-08-23 10:33:13",MAC1,Com1,COM1USER1,2,5,DCTID4,TRAY_34,1,"2018-08-23 10:33:13","Send request to board",NULL,GetTools
243,"2018-08-23 10:33:26",MAC1,Com1,COM1USER1,6,5,tool1,TRAY_36,1,"2018-08-23 10:33:26","Send request to board",NULL,GetTools
244,"2018-08-23 10:33:50",MAC1,Com1,COM1USER1,2,3,tool1,TRAY_36,1,"2018-08-23 10:34:06",ProductOK,NULL,GetTools
245,"2018-08-23 10:34:23",MAC1,Com1,COM1USER1,3,4,DCTID4,TRAY_34,1,"2018-08-23 10:34:24",MotorStart,NULL,GetTools
246,"2018-08-24 10:45:41",MAC1,Com1,UHACC,,,ACTID111,TRAY_41,1,"2018-08-24 10:45:41",Complete,NULL,PutIns
247,"2018-08-24 10:46:13",MAC1,Com1,UHACC,,,BCTID211,TRAY_42,1,"2018-08-24 10:46:13",Complete,NULL,PutIns
248,"2018-08-24 10:46:39",MAC1,Com1,UHACC,,,CCTID311,TRAY_43,1,"2018-08-24 10:46:39",Complete,NULL,PutIns
249,"2018-08-24 10:47:08",MAC1,Com1,UHACC,,,DCTID4,TRAY_44,1,"2018-08-24 10:47:08",Complete,NULL,PutIns
250,"2018-08-24 10:47:31",MAC1,Com1,UHACC,,,FCTID6,TRAY_45,1,"2018-08-24 10:47:31",Complete,NULL,PutIns
251,"2018-08-24 10:47:48",MAC1,Com1,UHACC,,,tool1,TRAY_46,1,"2018-08-24 10:47:48",Complete,NULL,PutIns
252,"2018-08-24 10:48:07",MAC1,Com1,UHACC,,,ACTID111,TRAY_47,1,"2018-08-24 10:48:07",Complete,NULL,PutIns
253,"2018-08-24 10:48:29",MAC1,Com1,UHACC,,,BCTID211,TRAY_48,1,"2018-08-24 10:48:29",Complete,NULL,PutIns
254,"2018-08-24 10:48:52",MAC1,Com1,UHACC,,,tool1,TRAY_49,1,"2018-08-24 10:48:52",Complete,NULL,PutIns
255,"2018-08-24 10:49:13",MAC1,Com1,UHACC,,,FCTID6,TRAY_50,1,"2018-08-24 10:49:13",Complete,NULL,PutIns
256,"2018-08-24 10:50:10",MAC1,Com1,COM1USER1,1,1,ACTID111,TRAY_47,1,"2018-08-24 10:50:10","Send request to board",NULL,GetTools
257,"2018-08-24 10:50:51",MAC1,Com1,COM1USER1,1,2,ACTID111,TRAY_47,1,"2018-08-24 10:51:08",ProductFail,NULL,GetTools
258,"2018-08-25 11:50:57",MAC1,Com1,UHACC,,,ACTID111,TRAY_01,1,"2018-08-25 11:50:57",Complete,NULL,PutIns
259,"2018-08-25 11:51:12",MAC1,Com1,UHACC,,,BCTID211,TRAY_02,1,"2018-08-25 11:51:12",Complete,NULL,PutIns
260,"2018-08-25 11:51:26",MAC1,Com1,UHACC,,,CCTID311,TRAY_03,1,"2018-08-25 11:51:26",Complete,NULL,PutIns
261,"2018-08-25 11:51:43",MAC1,Com1,UHACC,,,DCTID4,TRAY_04,1,"2018-08-25 11:51:43",Complete,NULL,PutIns
262,"2018-08-25 11:51:59",MAC1,Com1,UHACC,,,FCTID6,TRAY_05,1,"2018-08-25 11:51:59",Complete,NULL,PutIns
263,"2018-08-25 11:52:13",MAC1,Com1,UHACC,,,tool1,TRAY_06,1,"2018-08-25 11:52:13",Complete,NULL,PutIns
264,"2018-08-25 11:52:28",MAC1,Com1,UHACC,,,ACTID111,TRAY_07,1,"2018-08-25 11:52:28",Complete,NULL,PutIns
265,"2018-08-25 11:52:54",MAC1,Com1,UHACC,,,BCTID211,TRAY_08,1,"2018-08-25 11:52:54",Complete,NULL,PutIns
266,"2018-08-25 11:53:13",MAC1,Com1,UHACC,,,DCTID4,TRAY_09,1,"2018-08-25 11:53:13",Complete,NULL,PutIns
267,"2018-08-25 11:53:35",MAC1,Com1,UHACC,,,tool1,TRAY_10,1,"2018-08-25 11:53:35",Complete,NULL,PutIns
268,"2018-08-25 11:54:25",MAC1,Com1,COM1USER1,1,2,ACTID111,TRAY_47,1,"2018-08-25 11:54:42",ProductFail,NULL,GetTools
269,"2018-08-25 11:55:54",MAC1,Com1,COM1USER1,1,2,ACTID111,TRAY_47,1,"2018-08-25 11:56:11",ProductOK,NULL,GetTools
270,"2018-08-25 11:56:36",MAC1,Com1,COM1USER1,1,1,ACTID111,TRAY_41,1,"2018-08-25 11:56:51",ProductFail,NULL,GetTools
271,"2018-08-25 11:57:10",MAC1,Com1,COM1USER1,1,1,ACTID111,TRAY_41,1,"2018-08-25 11:57:27",ProductOK,NULL,GetTools
272,"2018-08-25 11:57:43",MAC1,Com1,COM1USER1,1,2,ACTID111,TRAY_07,1,"2018-08-25 11:57:59",ProductOK,NULL,GetTools
273,"2018-08-25 11:58:13",MAC1,Com1,COM1USER1,1,2,ACTID111,TRAY_01,1,"2018-08-25 11:58:29",ProductOK,NULL,GetTools
274,"2018-08-25 11:58:45",MAC1,Com1,COM1USER1,1,1,BCTID211,TRAY_48,1,"2018-08-25 11:59:01",ProductFail,NULL,GetTools
275,"2018-08-25 11:59:21",MAC1,Com1,COM1USER1,1,1,BCTID211,TRAY_48,1,"2018-08-25 11:59:38",ProductOK,NULL,GetTools
276,"2018-08-25 11:59:54",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_42,1,"2018-08-25 12:00:08",ProductFail,NULL,GetTools
277,"2018-08-25 12:00:34",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_42,1,"2018-08-25 12:00:50",ProductOK,NULL,GetTools
278,"2018-08-25 12:01:06",MAC1,Com1,COM1USER1,1,1,BCTID211,TRAY_08,1,"2018-08-25 12:01:22",ProductOK,NULL,GetTools
279,"2018-08-25 12:01:37",MAC1,Com1,COM1USER1,1,1,BCTID211,TRAY_02,1,"2018-08-25 12:01:53",ProductOK,NULL,GetTools
280,"2018-08-25 12:02:11",MAC1,Com1,COM1USER1,1,2,CCTID311,TRAY_43,1,"2018-08-25 12:02:28",ProductFail,NULL,GetTools
281,"2018-08-25 12:02:42",MAC1,Com1,COM1USER1,1,2,CCTID311,TRAY_43,1,"2018-08-25 12:02:59",ProductOK,NULL,GetTools
282,"2018-08-25 12:03:13",MAC1,Com1,COM1USER1,1,2,CCTID311,TRAY_03,1,"2018-08-25 12:03:30",ProductOK,NULL,GetTools
283,"2018-08-25 12:03:45",MAC1,Com1,COM1USER1,1,2,DCTID4,TRAY_09,1,"2018-08-25 12:04:07",ProductOK,NULL,GetTools
284,"2018-08-25 12:05:26",MAC1,Com1,COM1USER1,1,2,DCTID4,TRAY_44,1,"2018-08-25 12:05:43",ProductOK,NULL,GetTools
285,"2018-08-25 12:06:19",MAC1,Com1,COM1USER1,1,2,DCTID4,TRAY_34,1,"2018-08-25 12:06:35",ProductOK,NULL,GetTools
286,"2018-08-25 12:06:49",MAC1,Com1,COM1USER1,1,3,DCTID4,TRAY_04,1,"2018-08-25 12:07:06",ProductOK,NULL,GetTools
287,"2018-08-25 12:07:37",MAC1,Com1,COM1USER1,1,2,FCTID6,TRAY_50,1,"2018-08-25 12:07:52",ProductOK,NULL,GetTools
288,"2018-08-25 12:08:06",MAC1,Com1,COM1USER1,1,2,FCTID6,TRAY_45,1,"2018-08-25 12:08:23",ProductOK,NULL,GetTools
289,"2018-08-25 12:08:35",MAC1,Com1,COM1USER1,1,2,FCTID6,TRAY_05,1,"2018-08-25 12:08:52",ProductOK,NULL,GetTools
290,"2018-08-25 12:09:26",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_49,1,"2018-08-25 12:09:41",ProductFail,NULL,GetTools
291,"2018-08-25 12:09:52",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_49,1,"2018-08-25 12:10:08",ProductOK,NULL,GetTools
292,"2018-08-25 12:10:37",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_46,1,"2018-08-25 12:10:53",ProductOK,NULL,GetTools
293,"2018-08-25 12:11:06",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_10,1,"2018-08-25 12:11:25",ProductOK,NULL,GetTools
294,"2018-08-25 12:12:05",MAC1,Com1,UHACC,,,ACTID111,TRAY_10,1,"2018-08-25 12:12:05",Complete,NULL,PutIns
295,"2018-08-25 12:12:39",MAC1,Com1,COM1USER1,1,2,ACTID111,TRAY_10,1,"2018-08-25 12:12:58",ProductOK,NULL,GetTools
296,"2018-08-25 12:13:11",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_06,1,"2018-08-25 12:13:25",ProductFail,NULL,GetTools
297,"2018-08-25 12:13:33",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_06,1,"2018-08-25 12:13:50",ProductOK,NULL,GetTools
298,"2018-08-25 12:14:27",MAC1,Com1,UHACC,,,ACTID111,TRAY_09,1,"2018-08-25 12:14:27",Complete,NULL,PutIns
299,"2018-08-25 12:15:02",MAC1,Com1,COM1USER1,1,3,ACTID111,TRAY_09,1,"2018-08-25 12:15:18",ProductOK,NULL,GetTools
300,"2018-08-25 12:45:50",MAC1,Com1,UHACC,,,ACTID111,TRAY_11,1,"2018-08-25 12:45:50",Complete,NULL,PutIns
301,"2018-08-25 12:46:10",MAC1,Com1,UHACC,,,BCTID211,TRAY_12,1,"2018-08-25 12:46:10",Complete,NULL,PutIns
302,"2018-08-25 12:46:30",MAC1,Com1,UHACC,,,CCTID311,TRAY_13,1,"2018-08-25 12:46:30",Complete,NULL,PutIns
303,"2018-08-25 12:46:49",MAC1,Com1,UHACC,,,DCTID4,TRAY_14,1,"2018-08-25 12:46:49",Complete,NULL,PutIns
304,"2018-08-25 12:47:06",MAC1,Com1,UHACC,,,FCTID6,TRAY_15,1,"2018-08-25 12:47:06",Complete,NULL,PutIns
305,"2018-08-25 12:47:21",MAC1,Com1,UHACC,,,tool1,TRAY_16,1,"2018-08-25 12:47:21",Complete,NULL,PutIns
306,"2018-08-25 12:47:36",MAC1,Com1,UHACC,,,ACTID111,TRAY_17,1,"2018-08-25 12:47:36",Complete,NULL,PutIns
307,"2018-08-25 12:47:53",MAC1,Com1,UHACC,,,BCTID211,TRAY_18,1,"2018-08-25 12:47:53",Complete,NULL,PutIns
308,"2018-08-25 12:48:11",MAC1,Com1,UHACC,,,CCTID311,TRAY_19,1,"2018-08-25 12:48:11",Complete,NULL,PutIns
309,"2018-08-25 12:48:27",MAC1,Com1,UHACC,,,DCTID4,TRAY_20,1,"2018-08-25 12:48:27",Complete,NULL,PutIns
310,"2018-08-25 12:48:57",MAC1,Com1,COM1USER1,1,1,ACTID111,TRAY_17,1,"2018-08-25 12:49:14",ProductOK,NULL,GetTools
311,"2018-08-25 12:49:28",MAC1,Com1,COM1USER1,1,2,ACTID111,TRAY_11,1,"2018-08-25 12:49:45",ProductOK,NULL,GetTools
312,"2018-08-25 12:49:57",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_18,1,"2018-08-25 12:50:14",ProductOK,NULL,GetTools
313,"2018-08-25 12:50:26",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_12,1,"2018-08-25 12:50:43",ProductOK,NULL,GetTools
314,"2018-08-25 12:50:58",MAC1,Com1,COM1USER1,1,2,CCTID311,TRAY_19,1,"2018-08-25 12:51:14",ProductFail,NULL,GetTools
315,"2018-08-25 12:51:20",MAC1,Com1,COM1USER1,1,2,CCTID311,TRAY_19,1,"2018-08-25 12:51:37",ProductOK,NULL,GetTools
316,"2018-08-25 12:52:01",MAC1,Com1,COM1USER1,1,2,CCTID311,TRAY_13,1,"2018-08-25 12:52:18",ProductOK,NULL,GetTools
317,"2018-08-25 12:52:34",MAC1,Com1,COM1USER1,1,2,DCTID4,TRAY_20,1,"2018-08-25 12:52:50",ProductOK,NULL,GetTools
318,"2018-08-25 12:53:12",MAC1,Com1,COM1USER1,1,2,DCTID4,TRAY_14,1,"2018-08-25 12:53:28",ProductOK,NULL,GetTools
319,"2018-08-25 12:54:00",MAC1,Com1,COM1USER1,1,2,FCTID6,TRAY_15,1,"2018-08-25 12:54:16",ProductOK,NULL,GetTools
320,"2018-08-25 12:54:28",MAC1,Com1,COM1USER1,1,1,tool1,TRAY_16,1,"2018-08-25 12:54:44",ProductOK,NULL,GetTools
321,"2018-08-25 12:56:06",MAC1,Com1,UHACC,,,ACTID111,TRAY_21,1,"2018-08-25 12:56:06",Complete,NULL,PutIns
322,"2018-08-25 12:56:20",MAC1,Com1,UHACC,,,BCTID211,TRAY_22,1,"2018-08-25 12:56:20",Complete,NULL,PutIns
323,"2018-08-25 12:56:35",MAC1,Com1,UHACC,,,CCTID311,TRAY_23,1,"2018-08-25 12:56:35",Complete,NULL,PutIns
324,"2018-08-25 12:56:57",MAC1,Com1,UHACC,,,DCTID4,TRAY_24,1,"2018-08-25 12:56:57",Complete,NULL,PutIns
325,"2018-08-25 12:57:21",MAC1,Com1,UHACC,,,FCTID6,TRAY_25,1,"2018-08-25 12:57:21",Complete,NULL,PutIns
326,"2018-08-25 12:57:36",MAC1,Com1,UHACC,,,tool1,TRAY_26,1,"2018-08-25 12:57:36",Complete,NULL,PutIns
327,"2018-08-25 12:57:49",MAC1,Com1,UHACC,,,ACTID111,TRAY_27,1,"2018-08-25 12:57:49",Complete,NULL,PutIns
328,"2018-08-25 12:58:46",MAC1,Com1,UHACC,,,BCTID211,TRAY_28,1,"2018-08-25 12:58:46",Complete,NULL,PutIns
329,"2018-08-25 12:59:04",MAC1,Com1,UHACC,,,DCTID4,TRAY_29,1,"2018-08-25 12:59:04",Complete,NULL,PutIns
330,"2018-08-25 12:59:21",MAC1,Com1,UHACC,,,FCTID6,TRAY_30,1,"2018-08-25 12:59:21",Complete,NULL,PutIns
331,"2018-08-25 13:00:10",MAC1,Com1,COM1USER1,1,1,ACTID111,TRAY_27,1,"2018-08-25 13:00:26",ProductOK,NULL,GetTools
332,"2018-08-25 13:00:40",MAC1,Com1,COM1USER1,1,1,ACTID111,TRAY_21,1,"2018-08-25 13:00:57",ProductOK,NULL,GetTools
333,"2018-08-25 13:01:09",MAC1,Com1,COM1USER1,1,1,BCTID211,TRAY_28,1,"2018-08-25 13:01:26",ProductOK,NULL,GetTools
334,"2018-08-25 13:01:39",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_22,1,"2018-08-25 13:01:56",ProductOK,NULL,GetTools
335,"2018-08-25 13:02:12",MAC1,Com1,COM1USER1,1,2,CCTID311,TRAY_23,1,"2018-08-25 13:02:29",ProductOK,NULL,GetTools
336,"2018-08-25 13:02:41",MAC1,Com1,COM1USER1,1,1,DCTID4,TRAY_29,1,"2018-08-25 13:02:58",ProductOK,NULL,GetTools
337,"2018-08-25 13:03:12",MAC1,Com1,COM1USER1,1,1,DCTID4,TRAY_24,1,"2018-08-25 13:03:28",ProductOK,NULL,GetTools
338,"2018-08-25 13:03:48",MAC1,Com1,COM1USER1,1,1,FCTID6,TRAY_30,1,"2018-08-25 13:04:05",ProductOK,NULL,GetTools
339,"2018-08-25 13:04:30",MAC1,Com1,COM1USER1,1,1,FCTID6,TRAY_25,1,"2018-08-25 13:04:47",ProductOK,NULL,GetTools
340,"2018-08-25 13:05:09",MAC1,Com1,COM1USER1,1,1,tool1,TRAY_26,1,"2018-08-25 13:05:25",ProductOK,NULL,GetTools
341,"2018-08-25 13:07:19",MAC1,Com1,UHACC,,,ACTID111,TRAY_31,1,"2018-08-25 13:07:19",Complete,NULL,PutIns
342,"2018-08-25 13:07:38",MAC1,Com1,UHACC,,,BCTID211,TRAY_32,1,"2018-08-25 13:07:38",Complete,NULL,PutIns
343,"2018-08-25 13:07:55",MAC1,Com1,UHACC,,,CCTID311,TRAY_33,1,"2018-08-25 13:07:55",Complete,NULL,PutIns
344,"2018-08-25 13:08:16",MAC1,Com1,UHACC,,,DCTID4,TRAY_34,1,"2018-08-25 13:08:16",Complete,NULL,PutIns
345,"2018-08-25 13:08:33",MAC1,Com1,UHACC,,,FCTID6,TRAY_35,1,"2018-08-25 13:08:33",Complete,NULL,PutIns
346,"2018-08-25 13:08:50",MAC1,Com1,UHACC,,,tool1,TRAY_36,1,"2018-08-25 13:08:50",Complete,NULL,PutIns
347,"2018-08-25 13:09:09",MAC1,Com1,UHACC,,,ACTID111,TRAY_37,1,"2018-08-25 13:09:09",Complete,NULL,PutIns
348,"2018-08-25 13:09:26",MAC1,Com1,UHACC,,,BCTID211,TRAY_38,1,"2018-08-25 13:09:26",Complete,NULL,PutIns
349,"2018-08-25 13:09:41",MAC1,Com1,UHACC,,,CCTID311,TRAY_39,1,"2018-08-25 13:09:41",Complete,NULL,PutIns
350,"2018-08-25 13:09:59",MAC1,Com1,UHACC,,,DCTID4,TRAY_40,1,"2018-08-25 13:09:59",Complete,NULL,PutIns
351,"2018-08-25 13:10:33",MAC1,Com1,COM1USER1,1,2,ACTID111,TRAY_37,1,"2018-08-25 13:10:50",ProductOK,NULL,GetTools
352,"2018-08-25 13:11:01",MAC1,Com1,COM1USER1,1,2,ACTID111,TRAY_31,1,"2018-08-25 13:11:18",ProductOK,NULL,GetTools
353,"2018-08-25 13:11:31",MAC1,Com1,COM1USER1,1,5,BCTID211,TRAY_38,1,"2018-08-25 13:11:47",ProductOK,NULL,GetTools
354,"2018-08-25 13:11:58",MAC1,Com1,COM1USER1,1,5,BCTID211,TRAY_32,1,"2018-08-25 13:12:15",ProductOK,NULL,GetTools
355,"2018-08-25 13:12:30",MAC1,Com1,COM1USER1,1,3,CCTID311,TRAY_39,1,"2018-08-25 13:12:46",ProductOK,NULL,GetTools
356,"2018-08-25 13:13:04",MAC1,Com1,COM1USER1,1,2,CCTID311,TRAY_33,1,"2018-08-25 13:13:20",ProductOK,NULL,GetTools
357,"2018-08-25 13:13:36",MAC1,Com1,COM1USER1,1,2,DCTID4,TRAY_40,1,"2018-08-25 13:13:52",ProductOK,NULL,GetTools
