SyncHistoryID,SyncDate,Statistic,Status,SynType
253,"2018-09-23 13:59:59","insertWorkingTransaction: 1,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
254,"2018-09-23 14:00:03","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
255,"2018-09-23 14:00:03","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
256,"2018-09-23 14:00:03","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
257,"2018-09-23 14:00:03","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
258,"2018-09-23 14:00:04","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
259,"2018-09-23 14:00:04","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
260,"2018-09-23 14:00:07","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
261,"2018-09-23 14:00:24","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
262,"2018-09-23 14:05:06","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
263,"2018-09-23 14:05:07","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
264,"2018-09-23 14:05:07","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
265,"2018-09-23 14:05:07","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
266,"2018-09-23 14:05:07","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
267,"2018-09-23 14:05:08","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
268,"2018-09-23 14:05:11","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
269,"2018-09-23 14:05:25","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
270,"2018-09-23 14:07:15","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
271,"2018-09-23 14:07:15","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
272,"2018-09-23 14:07:16","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
273,"2018-09-23 14:07:16","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
274,"2018-09-23 14:07:16","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
275,"2018-09-23 14:07:16","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
276,"2018-09-23 14:07:19","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
277,"2018-09-23 14:07:37","insertWorkingTransaction: 1,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
278,"2018-09-23 14:12:38","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
279,"2018-09-23 14:12:38","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
280,"2018-09-23 14:12:38","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
281,"2018-09-23 14:12:39","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
282,"2018-09-23 14:12:39","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
283,"2018-09-23 14:12:40","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
284,"2018-09-23 14:12:43","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
285,"2018-09-23 14:12:59","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
286,"2018-09-23 14:18:00","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
287,"2018-09-23 14:18:00","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
288,"2018-09-23 14:18:00","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
289,"2018-09-23 14:18:00","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
290,"2018-09-23 14:18:00","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
291,"2018-09-23 14:18:01","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
292,"2018-09-23 14:18:03","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
293,"2018-09-23 14:18:32","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
294,"2018-09-23 14:23:32","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
295,"2018-09-23 14:23:33","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
296,"2018-09-23 14:23:33","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
297,"2018-09-23 14:23:33","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
298,"2018-09-23 14:23:33","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
299,"2018-09-23 14:23:34","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
300,"2018-09-23 14:23:37","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
301,"2018-09-23 14:23:52","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
302,"2018-09-23 14:28:52","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
303,"2018-09-23 14:28:53","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
304,"2018-09-23 14:28:53","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
305,"2018-09-23 14:28:54","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
306,"2018-09-23 14:28:54","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
307,"2018-09-23 14:28:55","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
308,"2018-09-23 14:28:59","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
309,"2018-09-23 14:29:15","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
310,"2018-09-23 14:34:16","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
311,"2018-09-23 14:34:16","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
312,"2018-09-23 14:34:16","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
313,"2018-09-23 14:34:16","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
314,"2018-09-23 14:34:16","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
315,"2018-09-23 14:34:17","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
316,"2018-09-23 14:34:20","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
317,"2018-09-23 14:34:37","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
318,"2018-09-23 14:39:37","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
319,"2018-09-23 14:39:37","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
320,"2018-09-23 14:39:38","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
321,"2018-09-23 14:39:38","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
322,"2018-09-23 14:39:38","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
323,"2018-09-23 14:39:39","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
324,"2018-09-23 14:39:41","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
325,"2018-09-23 14:40:18","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
326,"2018-09-23 14:45:18","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
327,"2018-09-23 14:45:19","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
328,"2018-09-23 14:45:19","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
329,"2018-09-23 14:45:19","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
330,"2018-09-23 14:45:20","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
331,"2018-09-23 14:45:20","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
332,"2018-09-23 14:45:23","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
333,"2018-09-23 14:45:41","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
334,"2018-09-23 14:50:42","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
335,"2018-09-23 14:50:42","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
336,"2018-09-23 14:50:42","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
337,"2018-09-23 14:50:42","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
338,"2018-09-23 14:50:42","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
339,"2018-09-23 14:50:43","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
340,"2018-09-23 14:50:45","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
341,"2018-09-23 14:51:01","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
342,"2018-09-23 14:56:01","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
343,"2018-09-23 14:56:02","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
344,"2018-09-23 14:56:02","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
345,"2018-09-23 14:56:02","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
346,"2018-09-23 14:56:02","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
347,"2018-09-23 14:56:03","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
348,"2018-09-23 14:56:05","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
349,"2018-09-23 14:56:18","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
350,"2018-09-23 15:01:18","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
351,"2018-09-23 15:01:19","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
352,"2018-09-23 15:01:19","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
353,"2018-09-23 15:01:19","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
354,"2018-09-23 15:01:19","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
355,"2018-09-23 15:01:20","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
356,"2018-09-23 15:01:24","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
357,"2018-09-23 15:01:38","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
358,"2018-09-23 15:06:38","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
359,"2018-09-23 15:06:39","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
360,"2018-09-23 15:06:39","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
361,"2018-09-23 15:06:39","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
362,"2018-09-23 15:06:39","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
363,"2018-09-23 15:06:40","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
364,"2018-09-23 15:06:42","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
365,"2018-09-23 15:07:16","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
366,"2018-09-23 15:12:16","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
367,"2018-09-23 15:12:16","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
368,"2018-09-23 15:12:17","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
369,"2018-09-23 15:12:17","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
370,"2018-09-23 15:12:17","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
371,"2018-09-23 15:12:18","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
372,"2018-09-23 15:12:21","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
373,"2018-09-23 15:12:38","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
374,"2018-09-23 15:17:39","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
375,"2018-09-23 15:17:39","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
376,"2018-09-23 15:17:39","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
377,"2018-09-23 15:17:39","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
378,"2018-09-23 15:17:39","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
379,"2018-09-23 15:17:40","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
380,"2018-09-23 15:17:43","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
381,"2018-09-23 15:18:43","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
382,"2018-09-23 15:23:44","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
383,"2018-09-23 15:23:44","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
384,"2018-09-23 15:23:44","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
385,"2018-09-23 15:23:44","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
386,"2018-09-23 15:23:44","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
387,"2018-09-23 15:23:45","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
388,"2018-09-23 15:23:47","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
389,"2018-09-23 15:24:01","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
390,"2018-09-23 15:29:02","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
391,"2018-09-23 15:29:02","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
392,"2018-09-23 15:29:02","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
393,"2018-09-23 15:29:03","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
394,"2018-09-23 15:29:03","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
395,"2018-09-23 15:29:03","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
396,"2018-09-23 15:29:06","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
397,"2018-09-23 15:29:18","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
398,"2018-09-23 15:34:18","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
399,"2018-09-23 15:34:18","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
400,"2018-09-23 15:34:19","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
401,"2018-09-23 15:34:19","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
402,"2018-09-23 15:34:19","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
403,"2018-09-23 15:34:20","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
404,"2018-09-23 15:34:22","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
405,"2018-09-23 15:34:37","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
406,"2018-09-23 15:39:38","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
407,"2018-09-23 15:39:38","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
408,"2018-09-23 15:39:38","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
409,"2018-09-23 15:39:38","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
410,"2018-09-23 15:39:38","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
411,"2018-09-23 15:39:39","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
412,"2018-09-23 15:39:41","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
413,"2018-09-23 15:39:57","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
414,"2018-09-23 15:44:57","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
415,"2018-09-23 15:44:57","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
416,"2018-09-23 15:44:58","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
417,"2018-09-23 15:44:58","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
418,"2018-09-23 15:44:58","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
419,"2018-09-23 15:44:58","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
420,"2018-09-23 15:45:01","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
421,"2018-09-23 15:45:19","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
422,"2018-09-23 15:50:20","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
423,"2018-09-23 15:50:20","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
424,"2018-09-23 15:50:20","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
425,"2018-09-23 15:50:20","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
426,"2018-09-23 15:50:20","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
427,"2018-09-23 15:50:21","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
428,"2018-09-23 15:50:23","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
429,"2018-09-23 15:50:44","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
430,"2018-09-23 15:55:44","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
431,"2018-09-23 15:55:45","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
432,"2018-09-23 15:55:45","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
433,"2018-09-23 15:55:45","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
434,"2018-09-23 15:55:46","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
435,"2018-09-23 15:55:47","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
436,"2018-09-23 15:55:49","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
437,"2018-09-23 15:56:04","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
438,"2018-09-23 16:01:05","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
439,"2018-09-23 16:01:05","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
440,"2018-09-23 16:01:05","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
441,"2018-09-23 16:01:05","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
442,"2018-09-23 16:01:05","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
443,"2018-09-23 16:01:06","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
444,"2018-09-23 16:01:08","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
445,"2018-09-23 16:01:23","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
446,"2018-09-23 16:06:24","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
447,"2018-09-23 16:06:24","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
448,"2018-09-23 16:06:24","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
449,"2018-09-23 16:06:24","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
450,"2018-09-23 16:06:24","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
451,"2018-09-23 16:06:25","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
452,"2018-09-23 16:06:27","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
453,"2018-09-23 16:06:42","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
454,"2018-09-23 16:11:45","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
455,"2018-09-23 16:11:47","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
456,"2018-09-23 16:11:48","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
457,"2018-09-23 16:11:51","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
458,"2018-09-23 16:11:52","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
459,"2018-09-23 16:11:53","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
460,"2018-09-23 16:11:57","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
461,"2018-09-23 16:12:17","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
462,"2018-09-23 16:17:17","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
